variant,group,pred_year,mse,rmse,mae,bias,metric_mse,metric_rmse,metric_mae,metric_bias,score,nmae,ficr,pred_min_ratio,pred_max_ratio,n
share_a025_fixed_50_15_35,kpx_group_2,2022,0.027666742503361028,0.16633322729797864,0.1366893954683994,0.07337279188812634,0.02559628454573295,0.15998838878410193,0.119938530270236,0.01909752780341878,0.6661058873274249,0.119938530270236,0.45215030492508584,0.14232625902617002,0.9316586000108569,8664
share_a025_pinn_raw,kpx_group_2,2023,0.024419506693353608,0.15626742044762115,0.1134173262805795,0.04950632064694147,0.03015750852459747,0.1736591734536286,0.12755202837679977,0.02597441975121957,0.6550109219533987,0.12755202837679977,0.43757387228359723,0.02036915763888889,0.9228509305555556,8758
share_a025_pinn_floor20,kpx_group_2,2023,0.03284331415953412,0.18122724452889008,0.14942403878818733,0.09297592512544085,0.029511938111378356,0.17179039004373428,0.12696152604948985,0.036648669005585326,0.6565942558454749,0.12696152604948985,0.4401500377404397,0.2,0.9228509305555556,8758
share_a025_fixed_50_15_35,kpx_group_2,2023,0.030114277733269433,0.17353465859380782,0.14160378332743362,0.0866910056167298,0.029007041850313917,0.17031453798872814,0.12624565983594813,0.03838922812415712,0.6601438475133558,0.12624565983594813,0.4465333548626596,0.1390406830076331,0.9354169765342049,8758
share_a025_pinn_raw,kpx_group_2,2024,0.026501921085315412,0.16279410642070374,0.11539629361676022,0.06887477036106733,0.027753274492457652,0.16659314059245553,0.12004569289602314,0.038459434595380045,0.6750802088879865,0.12004569289602314,0.4702061106719962,0.01496071662037037,0.9221896666666667,8778
share_a025_pinn_floor20,kpx_group_2,2024,0.036358710602488145,0.19067960195702147,0.15510903083086502,0.11408421988177514,0.027396145869069494,0.1655178113348213,0.12020493195160847,0.0478343952733305,0.6745894943026076,0.12020493195160847,0.4693839205568238,0.2,0.9221896666666667,8778
share_a025_fixed_50_15_35,kpx_group_2,2024,0.032294230166820925,0.17970595473389558,0.14436149688791353,0.1025165468333226,0.025875328869072886,0.1608581016581785,0.11644783638690674,0.04263051894735713,0.6845997613058853,0.11644783638690674,0.4856473589986773,0.1493105020227967,0.928745911784649,8778
share_a025_pinn_raw,kpx_group_3,2023,0.03165678077736008,0.17792352508131148,0.12561905554417316,0.061155479003935385,0.042648761812641496,0.20651576649893222,0.15525414977832042,0.040114215199356505,0.5872883064009113,0.15525414977832042,0.32983076258014316,0.005490693333333333,0.9348017952380953,8759
share_a025_pinn_floor20,kpx_group_3,2023,0.042557807513270554,0.2062954374514147,0.1718605090021692,0.11411720895606697,0.04201662548689813,0.20497957334060907,0.1548402264882549,0.050492472185839056,0.5882885255582301,0.1548402264882549,0.331417277604715,0.2,0.9348017952380953,8759
share_a025_fixed_50_15_35,kpx_group_3,2023,0.037157149919543164,0.1927618995536804,0.1569234058962601,0.09633643742311777,0.03996970745756993,0.19992425430039729,0.15029881595599417,0.04081227647667633,0.5942586630642465,0.15029881595599417,0.33881614208448707,0.14439685633963525,0.9460323475108876,8759
share_a025_pinn_raw,kpx_group_3,2024,0.022692547330333566,0.15064045714990898,0.10867045622804127,0.051319095912320145,0.030342577448543604,0.17419120944681338,0.13351950759666686,0.024801283487328706,0.5989698498945624,0.13351950759666686,0.3314592073857917,0.0038186773523809525,0.9179099285714287,8778
